标题,帖子数,日期,情感
感恩康美，今天买了四瓶康美三七粉送给老爸。离,10674,9,2017-02-26 21:04:26,0.9767998879766396
康美药业(600518)大宗交易数据一览(02-24),23167,6,2017-02-24 18:22:09,0.5524166593405974
2016年三季报点评：各项业务保持良好增长态势,55683,10,2016-11-03 09:16:54,0.8387439099389868
想赚快钱的不适合投资康美,13477,15,2017-02-17 10:31:57,0.8799422356729658
真弱,3140,30,2015-12-21 13:16:35,0.5
评康美大健康产业基金,22838,31,2017-02-09 19:23:33,0.9896851054087544
600518:康美药业关于控股股东名称及经营范围调,27371,3,2017-02-13 18:14:51,0.8335497476100266
600518:康美药业关于共同设立产业基金的进展公,29548,8,2017-02-13 18:15:39,0.9604063252367643
康美药业拟设大健康产业基金,13762,4,2017-02-10 02:59:23,0.9752683140211036
600518:康美药业关于全资子公司对外投资设立全,19267,4,2017-02-09 18:12:05,0.8011963542773844
600518:康美药业关于共同设立产业基金的公告,26168,6,2017-02-09 18:12:39,0.902013074864834
这个票我从2014年7月拿到现在，哪个有我拿的时,17930,22,2017-01-31 22:17:37,0.10142339319900395
蓝筹轮动快要轮到康美了,29841,33,2016-11-30 09:06:27,0.9593151619691096
600518:康美药业关于全资子公司收购股权的公告,26522,7,2017-01-25 19:08:01,0.9468968839604596
业绩符合预期，公司明确受益中药配方颗粒放开,32489,9,2016-10-31 14:01:42,0.9789822234442433
康美药业再度扩张医院版图 推进中医药全产业链,33644,4,2017-01-03 03:01:29,0.9962824872971198
600518:康美药业关于全资子公司获得高新技术企,21883,5,2017-01-19 15:35:17,0.574612668326255
康美中国中药材价格指数,173793,256,2016-07-08 10:59:17,0.9462710460602608
写在2017年开市之前,14882,10,2017-01-01 19:52:37,0.32798627402538494
600518:康美药业关于公司技术中心被认定为国家,45671,11,2016-12-30 16:20:34,0.9089677877771654
康美e医药骨平台太差了，今天打不开了，也不发G,6303,30,2016-12-29 11:08:18,0.27780233744978167
论盈利模式分类,13618,24,2016-11-26 11:42:54,0.7365500906314173
白骨之上叠新尸,20343,24,2016-12-12 18:54:53,0.6664871254456567
高手说说，今天放量猛拉，什么回事？能板一个吗,45211,53,2016-11-04 10:00:35,0.07025604926648044
600518:康美药业关于全资子公司获得高新技术企,27410,10,2016-12-27 18:32:40,0.574612668326255
600518:康美药业关于控股股东注册资本及股权结,36962,15,2016-12-27 18:33:21,0.8252610235003672
关注压力位17，40.放量上攻留,10159,98,2016-11-23 13:33:25,0.9102211087591083
康美药业通过中药编码国家标准认证验收,10350,3,2016-12-13 16:58:45,0.6477120685493201
17.7买入康美2万股 不到30不出手,17854,10,2016-12-12 10:45:48,0.225253300180135
康美与重庆战略合作再落地 三大亮点解析,15398,10,2016-12-08 21:36:38,0.9992059953929208
600518:康美药业关于重庆市人民政府战略合作协,47750,16,2016-12-08 18:48:56,0.9349482262716112
低估值兰筹，创新中药概念，养老健康产业，中药,13382,19,2016-11-26 17:31:58,0.9999603130531114
尾盘收回5日均线，明天继续小阳。信不信由你。,35527,76,2016-11-09 13:31:27,0.008077872469213987
变绿了,3549,70,2016-11-11 13:49:45,0.6556187735534322
康美药业斩获2016年度中国医药物流行业杰出企业,5775,71,2016-11-11 09:25:27,0.9987823267392956
康美药业董事长、总经理马兴田：打造中医药全产,22218,7,2016-12-05 01:09:01,0.9949382531607508
康美现在就像社会上的剩女一样，条件太好，结果,13924,6,2016-11-29 10:11:46,0.8513147859347382
鄙人独爱炒康美 已得痴情十万银,9019,17,2016-11-25 10:56:28,0.9993010230852396
推进“中国中药质造” 国家中药标准化建设项目,9917,7,2016-11-18 15:42:21,0.9815666157570321
独宿大城乌鹊过 可怜秋似春衫 康美股价如云烟 ,7259,9,2016-11-28 12:00:23,0.9826880332491686
康美药业半年之内上三十一点问题都没有！,10969,10,2016-11-26 18:38:15,0.7813862226877393
康美药业,7769,20,2016-11-21 11:32:50,0.791940064430792
持有小美两周年纪念        人生两年很短，但能,71884,83,2016-07-13 06:32:08,0.9914626138236
康美药业马兴田荣膺2016中国医药年度人物,8302,8,2016-11-24 09:55:54,0.9965239572265232
康美药业 马上持仓2年了，我去，放长线钓大鱼，,5529,41,2016-11-24 08:59:37,0.31349379426759094
互联网+智慧医疗：改善就医体验 央视1套（晚间,9222,9,2016-11-11 09:55:44,0.9907051245691798
推广智慧药房 方便百姓看病,6103,5,2016-11-11 09:57:40,0.9056061590157523
康美药业 主力都出了一个星期的货了，是不中证,5569,20,2016-11-23 09:49:24,0.3875140235205776
17.8买进来搏短线的我又把自己炒成股东[哭][哭],11914,7,2016-11-22 20:18:19,0.9617692116502697
我的持仓和上周打中的新股,13054,9,2016-11-22 19:50:45,0.6468431797161609
又要开始了？,4057,9,2016-11-22 11:00:10,0.5262327818078083
又开始了？,2476,14,2016-11-21 14:04:09,0.5262327818078083
明天如果不放量拉升，周线收星将如上周末说的可,16619,31,2016-11-15 15:26:00,0.12140677534453204
本人收盘之前全部清仓，持股两个半月，百分之十,12555,16,2016-11-18 15:05:03,0.03485074771623209
康美E药谷,175504,272,2015-11-13 08:10:10,0.8727074141841039
康美药业：智慧药房拉升中药饮片销量,23586,26,2016-09-26 03:27:59,0.681386464967875
吉林省委书记巴音朝鲁调研康美梅河口中心医院 ,10741,10,2016-11-11 12:05:03,0.5417400547959791
康美药业今日超大单流入排名第19名(11-10),13173,3,2016-11-10 16:05:24,0.8425286881120753
康美药业今日超大单流入排名第15名(11-15),18332,8,2016-11-15 16:04:34,0.863325008958016
发起讨论：短线客怎么看这个事情？,7322,8,2016-11-15 10:10:00,0.7555468616958576
一个做药的也900亿的市值我也是醉了。这单位值,11264,7,2016-11-14 23:35:01,0.6383844409396185
这么晚了，冲凉前来感叹一下 今晚没有出公告，,11132,7,2016-11-14 22:31:35,0.6078868409347467
量能决定一切，不涨即跌，看戏吧。,9626,7,2016-11-14 17:13:38,0.45470096075117716
尾盘要收上17.50今天算胜利，如果收上17.80那叫,13812,11,2016-11-14 14:32:41,0.025732084088390117
坚定持股不动摇,3956,5,2016-11-14 13:49:45,0.508739700393195
亲，今天我抢了17.4[胜利],10747,20,2016-11-14 11:35:59,0.88441910619172
感觉要大跌了,7481,12,2016-11-14 09:27:51,0.24750273737560768
热烈祝贺中药材价格指数创新高,11067,13,2016-11-03 16:32:34,0.8903141858776069
马兴田生意经 康美豪赌智慧药房,29167,8,2016-10-11 11:10:33,0.9334828830080546
我估计康美近期有一波上冲，18.5-19.9指日可待,20556,25,2016-11-04 00:52:51,0.6539888843366165
祝贺康美智慧药房登上人民日报,7186,6,2016-11-04 09:11:21,0.9666416378379759
康美药业：季报总结，年报前瞻,20262,17,2016-10-31 19:09:15,0.5871229219033501
康美药业各业务潜力分析,40055,17,2016-09-05 08:21:13,0.9759278921900827
康美药业与重庆战略合作 产业服务全面落地西南,12754,17,2016-09-22 21:20:16,0.9945530053336286
还有老朋友在吗？,9819,16,2016-10-21 10:01:56,0.8571428571428571
云去天无影，船过水无痕。,194162,430,2015-12-29 09:04:32,0.07712470781275238
跟到我追山东黄金，信我的速度买，收盘前都来得,12052,31,2016-11-02 14:40:30,0.9863897301184245
康美药业半年净利增23% “互联网+”取得先发优,24109,10,2016-08-29 06:41:43,0.9964637873415823
人民日报：互联网+煎药，啥样？,15291,5,2016-11-04 11:20:14,0.477031390449808
康美怎么做才好，利好频出时等着涨不敢卖，它却,6648,4,2016-11-08 19:58:09,0.891836035708283
对比乐视网，康美药业会黑天鹅吗,15517,17,2016-11-08 13:55:03,0.980410601629821
论康美的经营形势,9263,4,2016-11-03 19:29:24,0.9827590474834754
三季度财报点评：业绩稳健增长符合预期，公司持,31391,9,2016-11-01 10:16:35,0.9510157652247414
600518:康美药业2016年度第一期短期融资券发行,26641,10,2016-10-31 16:39:49,0.8829104734538626
600518:康美药业2016年第三季度报告,47251,10,2016-10-30 16:41:41,0.8578620526989748
浪客亮像，欢迎捧场。[鼓掌][鼓掌][鼓掌][鼓掌],17305,22,2016-10-20 19:34:27,0.9977575866754855
6月主升浪，把握每一次百点长阳的机会，决战股,4288,60,2016-07-06 14:41:32,0.9112439864243344
10月27日下午，康美北京智慧药房正式在中国中医,15275,7,2016-10-27 20:10:08,0.951557546342294
当任何利好出现它都麻木时，主力明显是在酝酿一,7667,5,2016-10-28 06:21:16,0.4207798171025794
日线MDCD死叉后出现顶背离,8054,12,2016-10-25 13:43:31,0.1363948709780699
由衷之言，运用MACD捕捉最佳卖点，康美药业的朋,11967,73,2015-12-16 14:45:22,0.9933427698054044
康美药业：减仓为宜,66523,81,2015-12-11 10:06:38,0.9358244076072901
600518再不敢快跑，下午跌停！,5513,23,2015-08-21 10:26:02,0.04702901303293938
事件点评：智慧药房模式快速复制，收购三甲医院,60743,10,2016-10-21 16:39:26,0.994850631092775
康美--17元再出发,6758,8,2016-10-24 10:06:19,0.8236465285606893
出货三天了，不知道今天是不是跌停？跌停的话可,5858,9,2016-10-24 07:58:12,0.0061627274142989075
可积极关注有政策支撑的国企改革、中报预增或高,51388,185,2016-07-07 14:46:37,0.9828100346661065
对康美估值的看法！（转载）,870,28,2016-08-20 11:10:19,0.9401667538540852
2016年最牛股已经诞生！000553,6962,13,2016-10-20 18:19:07,0.8103837546661825
两天的缩量调整，没能化解掉前天阳线拉升引发的,10240,8,2016-10-20 18:38:17,0.5552119467579
照岸花分彩,17270,174,2016-10-18 17:51:07,0.42601908849895853
涨停有望,6283,8,2016-10-20 14:10:11,0.5661315108071885
深度报告：洗尽铅尘，淡却浮华；时过境迁，再恋,57662,18,2016-08-30 13:50:23,0.6436629706046839
600518:康美药业关于全资子公司收购股权的补充,44633,25,2016-10-19 19:45:49,0.9234718922170354
被奸了3分钱,5200,5,2016-10-19 15:09:22,0.12901922770282814
快点上18让我解套走人呀,10990,9,2016-10-17 15:00:10,0.5656122750100474
一阳毁三观，向下一目标18.65前进[鼓掌][胜利][,11861,9,2016-10-18 14:35:41,0.9318189332604662
康美越来越美,14080,4,2016-10-16 13:09:18,0.9673233877397234
康美药业今日超大单流入排名第11名(10-18),13002,0,2016-10-18 16:05:41,0.7983148450763635
今天A股的下跌主要是由B股引发，但是B股的权重,4667,3,2016-10-17 22:47:28,0.10322148245310825
等的花儿都谢了,5435,11,2016-10-17 10:00:49,0.7297953905324696
小美美天天也不射，我走了……,6084,5,2016-10-14 11:47:38,0.9165247735302814
康美的重灾区堆积了大量套牢盘，主要分布在十七,12117,10,2016-10-16 13:59:12,0.8709315666533408
大家知道三天不补缺口的意义是什么嘛？,23343,15,2016-10-13 13:51:12,0.23804202978450228
600518:康美药业关于全资子公司收购股权的公告,49745,18,2016-10-14 18:40:21,0.9468968839604596
600518:康美药业拟股权收购事宜而涉及的梅河口,53497,8,2016-10-14 18:41:39,0.9878978047048167
康美药业，目标价格24.2元！大涨日10月底！赞同,11962,4,2016-10-13 15:17:20,0.7103921469505211
每天尾盘拉 什么意思,13460,6,2016-10-13 14:58:03,0.2023130778194765
来吧，十六块的本，随便砸，[怒],6623,6,2016-10-13 13:30:00,0.01750248945870103
机器人预测：康美药业未来十天走势,14904,2,2016-10-11 16:54:43,0.993868636062268
看你还能压多久,16231,12,2016-09-28 12:25:08,0.2960995087292472
600518:康美药业2015年度第二期短期融资券到期,28363,5,2016-10-10 19:04:24,0.5404164884843219
康美药业要到20,7468,5,2016-10-10 18:26:17,0.6717853772187973
最高层就国企改革作重要指示 再次吹响改革集结,51216,184,2016-07-07 10:24:35,0.8416420956335484
政府合作再下一城,57843,17,2016-10-07 11:30:49,0.15909239350783544
康美药业坚定不移、脚踏实地干实业，前景必定辉,12913,4,2016-10-01 09:40:27,0.40897860139369313
有人说， 十月是收获的季节，金秋十月硕果累累,14255,7,2016-10-01 08:02:13,0.4127033263494745
600518:康美药业拟股权收购涉及的广东新澳医药,35275,2,2016-09-29 19:10:17,0.998670853663971
个人对两则收购公告的解读,18035,7,2016-09-30 09:51:16,0.9833429748464834
结盟重庆市政府，巩固中医药龙头地位,36486,6,2016-09-23 13:15:44,0.707383418415181
出了些啥公告啊，这么多也没评论的，好还是不好,11145,12,2016-09-29 20:51:54,0.41234567432302927
事件点评：战略合作再下一城，与重庆市政府全面,27120,4,2016-09-23 11:19:14,0.7203953863533362
虽然没有涨，心里越来越踏实了。,10241,4,2016-09-23 19:48:22,0.8218238532314577
康美药业离大涨不远了,24753,35,2016-09-18 11:28:15,0.7877423781247449
与重庆市政府合作，这是个非常好的项目!直辖市,10899,8,2016-09-22 19:33:33,0.23147734319179414
康美药业巨资投向重庆,13732,7,2016-09-23 02:51:03,0.3913410708861167
康美药业，我看好你，康美药业今年年底目标价19,8388,13,2016-09-22 14:54:07,0.9487934217447321
600518:康美药业对外投资公告,26576,7,2016-09-22 18:40:47,0.9096986589457116
600518:康美药业关于与重庆市人民政府签订战略,28116,10,2016-09-22 18:40:47,0.8298707584010949
600518:康美药业关于设立控股子公司的公告,19831,5,2016-09-22 18:40:48,0.5238844078567919
自称天道酬勤就一个傻猴,4131,11,2016-09-21 20:33:18,0.23658195015649486
运营未有时间表 康美中药材交易所筹建遇阻？,24159,15,2016-09-18 01:19:33,0.6377815816987384
智慧药房加速拓展，打造综合药事服务模式,39891,7,2016-09-12 13:33:10,0.9803327766069312
输赢几分钱，走了，正好付手续费，给券商打工，,3290,6,2016-09-20 17:18:04,0.010726527785295703
康美，集大健康、中药龙头、社区医疗、产业基地,17633,28,2016-09-10 17:36:36,0.9626083493738644
业绩稳健估值低，各项业务进展顺利,28601,6,2016-08-30 11:15:24,0.9211697365463881
多头已悄悄地进场.跟进已有80-90%的胜算!,13836,9,2016-09-14 13:23:45,0.7655407990677462
可以低吸,5236,12,2016-09-14 09:21:50,0.29602427368215056
600518:康美药业2016年度第一期超短期融资券发,31647,6,2016-09-08 18:44:40,0.847441349268961
对康美，我这文明人也忍不住了！送你国骂!,9833,10,2016-09-08 11:34:07,0.9665922911421836
康美又站上了一个战略制高点,14380,14,2016-09-09 18:45:10,0.9857030878115548
今天会拉3个点以上,4313,10,2016-09-08 10:02:53,0.28657157216682894
我是容颜和博士导师、我今天决对将此股封涨停板,3675,4,2016-09-07 10:09:02,0.9220038220095486
康美药业(600518)大宗交易数据一览(05-10),52365,60,2016-05-10 19:05:59,0.5524166593405974
康美药业(600518)大宗交易数据一览(05-11),49160,58,2016-05-11 18:02:55,0.5524166593405974
康美药业(600518)大宗交易数据一览(05-20),59724,78,2016-05-20 17:45:53,0.5524166593405974
康美药业(600518)大宗交易数据一览(07-04),26989,22,2016-07-04 17:59:05,0.5524166593405974
要大跌了，,3256,5,2016-09-06 09:30:04,0.23133478939030827
康美走势怪异，是否有隐情？,19397,13,2016-09-01 16:01:25,0.976144426529809
求助贴,7919,8,2016-09-02 12:30:26,0.19877826683573874
康美药业必上30元,13548,14,2016-09-03 22:00:46,0.70638889500946
在中国医药和康美药业之间选错了，运气真差。,10373,12,2016-09-02 11:10:39,0.9708546214793577
对康美的基本面不用怀疑，对其发展前景也不用担,9596,4,2016-08-31 22:09:53,0.7774256039744083
60日先附近少量介入观察,29989,44,2016-08-18 09:54:21,0.7560506185765662
2016年中报点评：业绩稳健增长，未来看点颇多,25591,4,2016-08-30 10:57:04,0.997402966478912
二季度加速增长，多项业务势头良好,31654,6,2016-08-29 10:02:37,0.7561052982730475
康美药业上半年净利润达17.66亿 同比增23.25%,26420,4,2016-08-28 21:38:53,0.8643572646051005
600518:康美药业2016年半年度报告摘要,37644,14,2016-08-28 15:39:35,0.901635355451522
冲高回落,12188,10,2016-08-26 22:12:05,0.36630554660303716
传安邦宝能恒大都盯上了康美药业和长安汽车！,15913,8,2016-08-24 09:26:26,0.9526680892913506
别卖了大伙,5805,9,2016-08-24 09:51:00,0.22351261333346406
康美药业携手中国联通广东分公司 推进转型“互,50204,11,2016-07-28 18:57:04,0.9961130866792135
马兴田会把中药推向国际化，让全世界都认识中药,6749,6,2016-08-24 10:19:28,0.9708124438757945
“洪荒之力”来了 中药迎来长期利好(附股),12902,8,2016-08-17 12:53:02,0.4841412884192595
我国首部中医药法即将诞生 草案已提交（概念股,19890,38,2015-12-23 09:57:29,0.9996739366946865
散户跑，机构进，大资金跑步进场！,12958,11,2016-08-18 08:37:44,0.821736779433482
聚焦中国制造2025——央视财经频道对康美药业中,11474,3,2016-08-19 17:05:21,0.9944765902844493
事件点评：与云南省政府合作，“互联网 中医药,56676,13,2016-06-15 11:19:12,0.9251085331708336
康美药业拟打造“互联网 ”社康中心,14497,24,2015-12-03 22:53:24,0.9851178963831385
康美2015年报解读——全产业链优势,27480,34,2016-04-25 22:57:14,0.9642410221209874
2016《财富》中国500强出炉：康美药业再攀16名,9610,12,2016-07-15 09:35:13,0.6627344816445033
我是容颜和：明天开盘俺将此股拉涨停板！,6122,8,2016-08-16 18:08:36,0.6405365948321355
普通食品菊皇茶涉违法添加 康美药业被判十倍赔,39881,59,2016-08-14 06:34:57,0.36313583633840074
聚焦两会关键词 紧扣大健康主题(附股),175098,23,2016-02-28 07:29:18,0.5346176643966084
康美药业再上金牛上市公司百强榜 马兴田荣膺金,11266,9,2016-07-16 18:34:29,0.9710058247576584
康美走的上升旗型，看是张，其实是大跌前奏，别,4647,15,2016-08-16 07:57:04,0.4128062177427354
不要受恶意碰瓷菊皇茶而干扰对康美股票价值的判,7450,11,2016-08-14 22:09:19,0.8791628964952293
中恒和康美再比一次，去年行情～中恒输惨了，美,11533,20,2016-08-10 18:57:17,0.998959560479883
连续18个交易日下跌还有人劝你卖出，你动的动脑,9676,19,2016-08-10 07:44:02,0.6371573095802356
胜利就在再坚持一下的努力之中!不要听蛊惑，劝,14002,17,2016-08-04 17:22:49,0.5933329072632271
增发募资80亿，中药全产业链航母无对手，长线三,19119,17,2016-06-29 20:13:00,0.9013017216095175
长江证券：康美药业买入评级,25196,10,2016-04-26 08:06:36,0.984955951667266
菊皇茶到底属于什么 ？,3056,2,2016-08-14 20:41:57,0.9082567432318017
康美药业(600518)大宗交易数据一览(08-02),28298,17,2016-08-02 18:07:37,0.5524166593405974
民营医疗迎来重大利好,9624,10,2016-08-09 19:05:11,0.2985778534597304
生产争夺战序幕拉开 药企暗战中药配方颗粒市场,30552,7,2016-02-02 11:14:14,0.6635595534535456
康美药业成中药饮片智能制造唯一试点示范企业,12176,9,2016-07-25 14:53:59,0.9181089287044876
600518:康美药业关于变更公司注册资本暨修订《,22334,5,2016-07-05 16:43:59,0.9880622692900913
主力在16块进的，扣除折扣估计也就15.3左右的成,7697,9,2016-08-04 10:56:36,0.005057877032139335
价值投资重新归来，康妹观望你一年多了。,17940,23,2016-07-28 15:54:50,0.9855645036510975
自己的资金，没有利息，没有逼债的，持有两年，,14102,10,2016-08-06 21:28:53,0.8555962484153025
美股现处转熊后第二波反弹之顶部区域似如累卵，,132157,269,2016-04-07 20:33:57,0.5406226532978559
用宋小宝的话说，康美，你个损色!跌成驴样啦！,6031,8,2016-08-08 18:01:40,0.8329029827083904
康美要横三年了,9402,10,2016-08-05 19:11:03,0.17986159887119124
下午涨停[牛][牛][牛][牛],5120,7,2016-08-05 10:29:07,0.8343784549141338
利好！这大宗交易成交3个多亿，明天会很多人拿,13134,10,2016-08-02 23:28:47,0.14397780317543385
没什么具体内容、没有约束力的东西，居然要停牌,10550,7,2016-07-29 21:15:30,0.1517000908113718
有人说明天补跌，凭什么?有利空吗？公司主动干,14171,14,2016-08-01 19:21:44,0.06729969319489215
600518:康美药业关于对上海证券交易所问询函的,82548,38,2016-08-01 18:31:16,0.4589107930779849
我也是醉了！战略合作就是框架，拿什么具体的!,18231,15,2016-07-29 18:46:06,0.9670204481429816
现在市场结构性风险分析,16752,12,2016-07-29 13:41:22,0.9803542920211237
中国联通与康美药业战略合作。为什么康美药业要,29349,14,2016-07-29 19:39:51,0.9981571553162842
600518:康美药业关于收到上海证券交易所问询函,114528,54,2016-07-29 18:27:03,0.3140064952949133
600518:康美药业2016-07-29全天停牌,129213,54,2016-07-29 09:21:57,0.7143384722769286
600518:康美药业关于与中国联合网络通信有限公,63679,25,2016-07-28 16:08:34,0.9634149958609529
大家来说说停牌的原因,22902,18,2016-07-29 09:56:36,0.45837473610585167
康美药业，破平台上行了，果断买入,19387,30,2016-07-07 13:33:35,0.5801856534520073
洪水将引起中药涨价,5128,6,2016-07-25 12:52:53,0.6147548516179473
刚刚16.41有一笔3000手的卖单，一下子撤掉了，,8587,4,2016-07-21 14:34:45,0.22752994232312285
都想多了，康美已经800多亿的盘了，还想多高,6573,6,2016-07-21 13:44:28,0.874027491057184
清了，又换东阳光科,12132,21,2016-06-06 07:36:22,0.47415308506256526
康美药业(600518)大宗交易数据一览(04-11),58582,74,2016-04-11 18:10:59,0.5524166593405974
小美不涨我有点不开心了....求安慰！,6562,8,2016-07-18 10:56:56,0.11424170545207135
康美药业(600518)大宗交易数据一览(01-27),66241,38,2016-01-27 18:02:25,0.5524166593405974
康美药业(600518)大宗交易数据一览(02-04),60516,43,2016-02-04 18:33:51,0.5524166593405974
康美药业(600518)大宗交易数据一览(04-05),55775,55,2016-04-05 18:12:15,0.5524166593405974
13块等着你,6675,11,2016-07-15 09:36:39,0.26941963028741256
600518:康美药业关于控股股东股权质押公告,43880,20,2016-07-14 18:20:17,0.9420109156543076
康美药业(600518)大宗交易数据一览(03-31),58792,60,2016-03-31 18:09:35,0.5524166593405974
康美药业(600518)大宗交易数据一览(04-01),53533,51,2016-04-01 18:09:05,0.5524166593405974
早盘佯攻破均价线下午跳水!下午开盘即跑!,4627,6,2016-07-12 12:43:39,0.4851158389152007
600518:康美药业关于2015年度及2016年至今累计,40507,7,2016-07-05 16:49:03,0.5563300069121502
晚上等公告，没有公告明天会继续跌，主力拉升撤,11113,11,2016-07-07 15:06:50,0.004963688400942634
康美药业(600518)大宗交易数据一览(02-03),51157,39,2016-02-03 17:48:41,0.5524166593405974
今天的一根长阳突破所有阻力线，后市看涨!冲康,11199,10,2016-07-07 22:00:19,0.9676054395021919
康美药业等广东药企获5100万国家重大工程项目资,14862,10,2016-07-06 19:53:15,0.9299737563843992
今天跌回原形！,6012,10,2016-07-08 09:22:30,0.12937407186048877
新蓝筹行情似乎来临，康美可能有表现,13094,10,2016-07-06 19:33:47,0.9993640713479078
今日我开盘巨量封涨停板此股！,6470,8,2016-07-06 05:35:57,0.8011372130754514
今晚央视财经评论播出：互联网+中医医疗 能加上,31629,22,2016-02-16 23:04:07,0.9768677212199897
浮躁心态弥漫小美吧中，没有节奏感的乱动只会让,11187,13,2016-06-28 18:18:29,0.41128677234144606
坚定看好，长期持股，必有厚报！,9640,13,2016-06-26 19:18:39,0.27087463736304707
对不起大家了，预测严重失误,15303,15,2016-06-21 15:51:40,0.6850426216403108
持股要有耐心,11164,16,2016-06-24 12:19:53,0.327877822656229
600518:康美药业非公开发行股票发行情况报告书,36662,10,2016-06-28 18:38:29,0.594370747759347
600518:康美药业:广发证券股份有限公司关于康美,30627,11,2016-06-28 18:33:19,0.9625577207271315
成长性思路可以有,8071,12,2016-06-26 11:56:12,0.9955393108488555
康美首创并推动国内首家中药溯源系统，实现了所,7159,12,2015-12-27 09:52:23,0.9893413881667227
沪股推介,75561,28,2016-04-08 09:31:12,0.27444317191988643
送给股市稳步获利的朋友，赌徒请绕道！,16077,17,2016-03-08 22:43:03,0.7257370392321735
再获省级政府认可，全方位智慧医疗全面推进,37583,12,2016-06-14 14:47:51,0.9777595610418213
康美药业，确是健康美丽，如此低位只待识货人！,6712,12,2016-05-15 12:22:23,0.9962681036402335
本周盘面预测，权当娱乐,8572,9,2016-06-20 20:31:34,0.973001968283506
一根“爱国阳”，把明晟放一边！,5241,9,2016-06-15 15:25:10,0.5219522421966674
市场超级主线,13792,15,2016-06-07 00:23:38,0.7970998355874916
非公开增发利好，放心吧！,34643,48,2015-11-26 19:50:46,0.6782605094613807
600518:康美药业关于与云南省人民政府签订战略,33082,5,2016-06-14 16:55:59,0.6191870962241947
600518:康美药业关于与云南省人民政府签订战略,38918,15,2016-06-13 19:26:13,0.6191870962241947
康美药业今日超大单流入排名第11名(06-13),11499,1,2016-06-13 16:17:38,0.7983148450763635
大家顶起，我是转的别人的,10919,12,2016-06-03 13:31:34,0.5088454299653961
我为何抛售康美股票,37878,35,2016-05-29 23:23:56,0.9113510714204728
希望下周三之前不要爆发,7593,13,2016-06-05 10:02:48,0.4855030024506599
传统业务有望回暖，智慧药房助力腾飞,112768,23,2016-03-04 09:53:11,0.9982260270391033
600518:康美药业关于实施2015年度利润分配方案,57641,7,2016-05-31 17:23:37,0.5010288959317034
600518:康美药业关于控股股东股票质押式回购交,38881,5,2016-05-30 17:06:52,0.670409624564768
业绩增长稳健，多板块协调发展,44117,5,2016-04-26 20:46:23,0.9759906173518486
业绩稳健增长，多项亮点业务助力未来看点十足,40336,7,2016-04-26 14:32:44,0.9990980084220695
核建中签1000股,8754,11,2016-05-27 09:13:49,0.35480911454515807
600518:康美药业2015年度利润分配实施公告,71753,5,2016-05-23 16:37:02,0.4483861369224905
600518:康美药业2015年度优先股股息派发实施公,49407,10,2016-05-23 16:37:02,0.6315537014840469
n次股灾仍然坚持不弃小美的同学报个到。,11821,34,2016-05-18 19:19:12,0.2907552058512537
再见了！17.26元（第四季）,16905,49,2015-11-10 18:34:04,0.8304379444932698
我17.17还在坚守，长期投资，决不割肉，有比我,8430,14,2016-05-13 16:09:35,0.9698838778943802
再见了，17.26元。（第五季）,16902,51,2015-11-12 18:38:38,0.673325774729984
再见了，17。26元（第二季）,50292,123,2015-11-04 18:10:19,0.8445617907098608
再见了！17.26元。（大结局）,40917,160,2015-11-16 23:33:01,0.9683761227299457
17.26必过，安心持股。,19903,103,2015-10-28 06:59:21,0.4008892846221651
再见了，17.26元（第三季）,20406,91,2015-11-08 09:23:35,0.8106329478140861
根据筹码区看盘、下方有三个支撑位：2880，2824,14158,11,2016-05-06 17:02:05,0.5868163073347145
600518:康美药业关于控股股东股票质押式回购交,30587,1,2016-05-10 16:58:07,0.670409624564768
大盘大概率即将慢牛饮水,19284,22,2016-04-16 14:58:40,0.36625657792703825
600518:康美药业关于部分不适用《上市公司行业,49276,11,2016-05-04 15:56:34,0.8424755407454046
600518:康美药业2016年第一季度报告,60910,19,2016-04-27 21:15:19,0.9290769723916459
2016季报的几个关键信息,14815,20,2016-04-27 22:42:30,0.6125650533944184
600518:康美药业第一期股权激励计划限制性股票,32358,7,2016-04-27 21:15:19,0.8654926397416496
康美的主力在酝酿阴谋！,15711,15,2016-04-16 10:58:43,0.7323685734859412
增长质量优异，互联网 战略全面推进,37212,10,2016-04-26 07:19:06,0.9997577685552875
主力意图之深，康美药业后市意欲何为！,52497,2276,2016-04-11 09:42:52,0.42694298286234167
对康美本次增发的认识,19040,16,2016-04-23 13:29:40,0.7816498686785334
康美药业年报：这些亮点值得关注,31767,11,2016-04-25 09:40:17,0.9599447657183753
康美药业去年盈利27亿 同比增长20%,25182,6,2016-04-25 03:44:43,0.9758459458254527
600518:康美药业2015年年度报告摘要,51529,6,2016-04-24 18:35:18,0.9506539757285217
600518:康美药业2015年年度报告,64009,20,2016-04-24 18:35:53,0.877041587117215
600518:康美药业关于非公开发行股票获得中国证,63684,30,2016-04-22 21:52:11,0.9115288408815521
年报同比下降45%！,11675,17,2016-04-22 11:52:05,0.4452769537200273
业绩增长平稳，符合我们预期,14916,11,2015-10-29 13:59:49,0.9891476770395503
买了康美是我这半年最大的失误,8949,28,2016-04-21 11:36:30,0.8158443086200543
证监会：新华网、亚振家具首发申请过会,11566,11,2016-04-20 17:58:51,0.02651881369512954
康美直销入榜2015年全球直销企业100强,16983,18,2016-04-13 17:19:06,0.4202384295915158
康美药业牵手宝安区政府 斥30亿加码大健康,12528,35,2015-11-10 20:09:07,0.9349406184600524
