低价 蓝筹 行情 持续 高价 创业板 跌 一年,0.130409205536 0.869590794464
中国银行 元 我会 回来 买,0.179387790353 0.820612209647
年 年报 点评 海外 贡献度 提升 关注 后续 整合,0.329361568116 0.670638431884
月份 超 预期 反弹 经济 迎来 小阳春 现企稳 迹象,0.0490857417516 0.950914258248
做 持有 七年 股东 天天 骂 中 涨行,0.0866040127424 0.913395987258
谈谈 四大 涨,0.290214006158 0.709785993842
外汇局 全资 子公司 现身 工商银行 中国银行 股东 榜,0.800274688319 0.199725311681
市场 二次 变盘,0.0357322881068 0.964267711893
工商银行 中国银行 净利 增速 迈入 时代,0.500354733537 0.499645266463
幽灵 黑色 幽灵 东方 大国 兴起,0.500354733537 0.499645266463
外汇局 全资 子公司 现身 工行 中行 股东 榜,0.800274688319 0.199725311681
中国银行 年 年报 摘要,0.269156668137 0.730843331863
中行 年 净利 亿 同比 增,0.0754926262147 0.924507373785
中国银行 年 税后 利润 亿元 同比 增长,0.269186066347 0.730813933653
社科院 预测 一季度 增速,0.500354733537 0.499645266463
央行 南京 分行 首付款 审查 关注 南京 苏州 房,0.470941761695 0.529058238305
中行 建行 董事长 齐发声 债转股 限于 不良贷款,0.500354733537 0.499645266463
中国银行 农业银行 简单,0.333515808747 0.666484191253
股 春季 攻势 展开 低 估值 蓝筹股 值得 关注 附股,0.0867129211008 0.913287078899
中国银行 今日 超大 流出 排名第 名,0.124794749927 0.875205250073
六七 月 分红,0.375192406038 0.624807593962
吴晓灵 警惕 全球 过度 货币政策,0.500354733537 0.499645266463
刘士余 阳线 会到,0.667015089021 0.332984910979
布加 廸 变 奥迪,0.315869866463 0.684130133537
田 国立 去年 跨境 结算 量 达 万亿 人民币,0.174009462311 0.825990537689
银监会 副 主席 王兆星 房地产 投机 新 杠,0.393776524439 0.606223475561
银监会 副 主席 中国 金融风险 可控 引发 全球,0.500354733537 0.499645266463
中国银行 融资 融券 信息,0.142976055464 0.857023944536
两会 行情 走 五大 领域 投资 机会 犹存,0.02040665754 0.97959334246
不良 企业 债转股 方案 酝酿 正式 推广 需技,0.357468719399 0.642531280601
请 持股 理由,0.142976055464 0.857023944536
银行家 开年 经济 谨慎 中 闻到 一丝 复苏 味,0.0228556278022 0.977144372198
揭秘 银行 股 逆势下跌 内幕,0.183321487374 0.816678512626
尚福林 下调 评级 中国 银行业 误判,0.333615517011 0.666384482989
牛市 雨来 点评 证监会 主席 刘士 余 答 中外记者,0.857371327475 0.142628672525
中国银行 第二期 境内 优先股 股息 派发 实施,0.667015089021 0.332984910979
银行 债转股 有望 试点 中行 接盘 熔盛 重工 成 股东,0.160240996702 0.839759003298
几只 金牛 出世 买入 紧 抄底,0.153855727624 0.846144272376
中国银行 中期 目标价 元 区间 长远 目标价,0.3845971501 0.6154028499
看不懂,0.500354733537 0.499645266463
中国 降 银行 拨备 覆盖率 释放 五 万亿 信贷,0.0545107038189 0.945489296181
月 日 早盘 内参 新股 司太立 今日 申购,0.230622639356 0.769377360644
炒股 股市 里 赚 大钱 走 去年,0.0344702961108 0.965529703889
去年 元 清仓 中国银行 昨天 元 满仓 买进,0.135091220722 0.864908779278
请 持股 理由,0.142976055464 0.857023944536
抛 经济 每况愈下 银行 券商 倒闭,0.0303139976171 0.969686002383
三 部委 印发 信息 共享 产 融合 作 方案,0.131946530889 0.868053469111
中国银行 融资 融券 信息,0.142976055464 0.857023944536
中国银行 简单,0.333515808747 0.666484191253
不良信息 披露 指引 出台 中行 首单 亿元,0.333615517011 0.666384482989
刘士余 股市 言论 汇总,0.750321932189 0.249678067811
解密 资金 出逃 股 连续 日净 流出 股,0.100896700758 0.899103299242
迷惑 庄家 很狡猾,0.500354733537 0.499645266463
想 大哭 一场 重仓 加倍 买过 中,0.102928710332 0.897071289668
下个月 中行 突破 四元 妹妹 胸口 两个 白里 透,0.333615517011 0.666384482989
预测 中国银行 看涨 元,0.238054166995 0.761945833005
一文 读懂 肖钢治下 股 大事记,0.251921640938 0.748078359062
中国银行 要不了 太久,0.500354733537 0.499645266463
楼市 库存 眉山 经验 获点 赞 新政 一招 瞄,0.444165864379 0.555834135621
两大 技术 阵营 对弈 支付 场景 成 命门,0.160240996702 0.839759003298
瑞银 中国 陷入 超级 熊市 观点 错,0.20008356627 0.79991643373
银监会 下调 银行 坏账 拨备 覆盖率 暂 未有 新 消息,0.393776524439 0.606223475561
猜 猜,0.333582294167 0.666417705833
元 全 阵亡 坚守阵地,0.115565385457 0.884434614543
肖钢 讲话 直指 中国 股市 暴跌 种种 内在 原因,0.500354733537 0.499645266463
年 中报 点评 亮点 国际化 综合化,0.269156668137 0.730843331863
进 万股 中国银行 成本 坚信 套 住,0.377129249015 0.622870750985
做 中行 新年快乐,0.375262553154 0.624737446846
中行 施工图,0.500354733537 0.499645266463
中央 巡视组 第三轮 专项 巡视 家 单位 反馈 情况,0.239904042479 0.760095957521
证监会 公安机关 抓 倒 操纵 四大行 股价,0.12505714228 0.87494285772
新华社 解读 房贷 新政 利于 惠民 生 利于 稳 增长,0.0690025553929 0.930997444607
解密 资金 出逃 股 连续 日净 流出 股,0.100896700758 0.899103299242
中国银行 执行 董事 任职 公告,0.200155363372 0.799844636628
人民日报 中国 经济 出格 预测 源自 选择,0.500354733537 0.499645266463
解密 资金 出逃 股 连续 日净 流出 股,0.100896700758 0.899103299242
沪深股市 诔,0.500354733537 0.499645266463
主动 买套 中国银行,0.400304727217 0.599695272783
上证 施工图,0.333615517011 0.666384482989
联合 一带 一路 家 海外 分支机构 中行 广东省,0.387007386214 0.612992613786
中国银行 融资 融券 信息,0.142976055464 0.857023944536
银行业 资产 质量 压力 山 利润 增速 个位数,0.571812615359 0.428187384641
黑色 星期二 机构 悲观 估值 历史 低位 己现,0.111192259201 0.888807740799
块 中行 要歹 匕要,0.250210088691 0.749789911309
外资 利用 猛 砸 股 扰乱 国內 市场 国家 应下 猛药,0.100883144584 0.899116855416
多维度 操盘 请 持续 补充,0.250210088691 0.749789911309
类股票 适合 抄底,0.667015089021 0.332984910979
中国银行 大涨 自切 小头,0.500354733537 0.499645266463
离岸 人民币 大涨 逾 三百 点,0.326282336065 0.673717663935
央妈 放招 空头 境外 同业 存款 开征 准备金 锁定,0.667015089021 0.332984910979
解密 资金 出逃 股 连续 日净 流出 股,0.100896700758 0.899103299242
中国银行 融资 融券 信息,0.142976055464 0.857023944536
解密 资金 出逃 股 连续 日净 流出 股,0.100896700758 0.899103299242
央妈 再度 出手 打击 离岸 空头,0.400304727217 0.599695272783
人民币 惊魂 小时 多空 鏖战 香港 国家队 进场 干,0.0255382219699 0.97446177803
跌破 点 水平 低 估值 超跌股,0.0807285209214 0.919271479079
信 你准 亏死 一会 救 市 一会 不救市 一会 蓝,0.0504998770485 0.949500122951
昨天晚上 吃饭 坐 塑料 板凳 往后 一仰,0.500354733537 0.499645266463
银行业 开启 裁员 模式 至少 万人,0.500354733537 0.499645266463
晚间 影响 市场 政策 消息 速递,0.250210088691 0.749789911309
四块 一毛六 满仓 挨套,0.500354733537 0.499645266463
中国银行 有近 万亿 房产 评估 全国,0.333615517011 0.666384482989
玩 残 股股 只能 陪葬,0.14293942742 0.85706057258
注册 制 适合 中国国情 带领 资本 市场 底,0.00368481760886 0.996315182391
中国 银行卡 消费 信心 指数 环比 小幅,0.400304727217 0.599695272783
人民币 贬值 中国银行 带来 亿 收益,0.217505580318 0.782494419682
史无前例 重磅 利空 超级 震撼 港股 便宜,0.500354733537 0.499645266463
重磅 利空 震撼 惨绝人寰 港股 元 人民,0.135091220722 0.864908779278
中国银行 浅谈 见析,0.500354733537 0.499645266463
救 中国 股市 三招,0.333582294167 0.666417705833
熔断 堵 屁眼 方式 治 腹泻,0.500354733537 0.499645266463
判断 肯定 暴跌 收大 阴线 无疑,0.250154007685 0.749845992315
中信 徐刚 管控 提醒 恶有恶报,0.667015089021 0.332984910979
中国银行 汇金 转让 公司 亿股 子公司,0.800274688319 0.199725311681
上证 施工 参考 图,0.0909646366454 0.909035363355
中国银行 汇金 公司 子公司 转让 公司 股权,0.800274688319 0.199725311681
中国银行 股 公告 股份 发行人 证券 变动,0.100896700758 0.899103299242
股 中国银行 换成 股全通 教育,0.100896700758 0.899103299242
三季度 证金买 亿股 汇金买 亿股 二季 末,0.111207029323 0.888792970677
美国苹果公司 市值 亿美元 收购 中国,0.500354733537 0.499645266463
全球 黄金 定价权 洗牌 中国 美英 三足鼎立,0.500354733537 0.499645266463
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
汇金 增持 农业银行 股约,0.500354733537 0.499645266463
中行 日钱 图 参考,0.166780766653 0.833219233347
二十年 中国银行 股票 样,0.333615517011 0.666384482989
下车 兄弟,0.500354733537 0.499645266463
中国银行 涨停,0.500354733537 0.499645266463
卖 一半 明天 补 回来,0.250210088691 0.749789911309
有望 冲高 回落,0.333615517011 0.666384482989
抛出 股 万股 投资 股 分红,0.144095047777 0.855904952223
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
中行 月 号 涨停,0.333482546154 0.666517453846
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
新华 银行业 金融机构 最高法院 联网,0.500354733537 0.499645266463
中行 超级 洗衣机,0.500354733537 0.499645266463
有人 收购 万科 有人 收购 中国银行,0.500354733537 0.499645266463
同股 同权 港股 元 人民币 傻子 买股,0.172360175467 0.827639824533
股 差价 资金 流动,0.402491848195 0.597508151805
日 成交量 逼近 万亿 中国银行 明后天 必有 涨停,0.111059107092 0.888940892908
中国银行 拟 亿港元 售 南洋 商业银行,0.200155363372 0.799844636628
星期一 中国银行 涨停 吃 亿吨,0.250097901527 0.749902098473
紧跟 热点,0.333615517011 0.666384482989
卖 资产 利空 懂,0.0666898771303 0.93331012287
卖光 中行 赚 亿 没用 周一 低开,0.217505580318 0.782494419682
真心 希望 野蛮 人举牌 中国银行 大笑,0.100073948882 0.899926051118
周 银行 启动 龙头 中国银行,0.304363183601 0.695636816399
国际 巨鳄 敢不敢 举牌 中国银行,0.500354733537 0.499645266463
中央 巡视组 进驻 一行 三会 沪 深 交易所 等家 单位,0.370120844893 0.629879155107
年 央行 深化 金改 勇闯 三关 货币政策 双锚,0.269156668137 0.730843331863
建设银行 流通盘 万科,0.250210088691 0.749789911309
家 上市 银行家 锚定 优先股 募资 上限 超亿,0.296186597585 0.703813402415
上合 组织 会议 催化 一带 一路 主题 三大 领域 迎,0.714666622457 0.285333377543
爆拉 板块 银行 股 中国 受 利好,0.0165128795487 0.983487120451
分享 大半年 中行 投资 心路 得失 求 劈 砖,0.778151948965 0.221848051035
中国银行 维稳 力度,0.667015089021 0.332984910979
中行 参图,0.500354733537 0.499645266463
不良资产 证券化 重启 中行 首单 规模 预计 亿,0.526557689818 0.473442310182
中行 美 卷入 诉讼案 罚款 万美元,0.134056714174 0.865943285826
月 日 喊 高位 卖出 中行 喊 抄,0.130324195825 0.869675804175
建行 建 养老金 机构 中行 拿下 寿险 牌照 五大 行 聚齐,0.651950163886 0.348049836114
中国银行 明年 中资银行 利润 增长 停滞,0.667048280442 0.332951719558
周末 看盘 一点 体会 供 参考,0.200179289301 0.799820710699
俄拟 发行 价值 亿美元 人民币 计价 国债,0.363860980512 0.636139019488
中国银行 动荡 目标 逆转,0.250210088691 0.749789911309
中行 研报 拨备 覆盖率 红线 下调 紧迫,0.500354733537 0.499645266463
中国银行 今日 超大 流出 排名第 名,0.124794749927 0.875205250073
中行 价值 提升 五倍,0.363860980512 0.636139019488
机构 资金 岁末 腾挪 逾 亿元 大单 追捧 三 行业,0.0706233610076 0.929376638992
人民币 入篮 利好 五类 股大 金融 基建 地产 首当其冲,0.400304727217 0.599695272783
人民币 货币 篮子 主力 机构 争抢 四道 大菜,0.333615517011 0.666384482989
人民币 纳入 前夜 投资 机遇 喊 速来,0.111207029323 0.888792970677
真 操蛋 填 元 成交,0.029832871208 0.970167128792
成功 打死 接 创让,0.0447792860203 0.95522071398
中国银行 今日 超大 流出 排名第 名,0.124794749927 0.875205250073
人民币 利好 中国银行,0.500354733537 0.499645266463
人民币 入 股市 世界 股市 接轨 请,0.750433960209 0.249566039791
机构 资金 岁末 腾挪 逾 亿元 大单 追捧 三 行业,0.0706233610076 0.929376638992
讨论 中行 明天 飞龙在天,0.500354733537 0.499645266463
金融股 低迷 中国银行 跌 逾,0.111103601669 0.888896398331
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
另开 一帖 查看 目标价 元 听,0.182403388838 0.817596611162
元 下周 见到 元旦 前见 元 本王 提示 明年初 进,0.0536378576601 0.94636214234
龙头 中国银行 今早 元 买入 明天,0.238054166995 0.761945833005
日外 媒 头条 花旗 称 中国 明年 实施 零利率,0.439759050991 0.560240949009
行情,0.500354733537 0.499645266463
四季度 破净股 锐减 逾 六成 股 逆袭 涨升,0.0531210866212 0.946878913379
人民币 入 悬念 揭晓 日元 后日 股涨 倍 图,0.574814924239 0.425185075761
中行 第一 目标价 元 工行 元,0.189815612362 0.810184387638
阿尔及利亚 人民币 中国 双边,0.500354733537 0.499645266463
预测 收盘 元 发,0.100016060128 0.899983939872
中银 正式 发布 一带 一路 人民币 汇率 指数,0.833613224782 0.166386775218
新加坡 中国 人民币 展开 合作,0.889087893924 0.110912106076
分析 值不值得 关,0.333615517011 0.666384482989
余丰慧 未来 银行业 裁员 危言耸听,0.500354733537 0.499645266463
我元 一单 不知 卖 票 扫,0.0625306234072 0.937469376593
人民币 关键时刻,0.500354733537 0.499645266463
月末 银行业 金融机构 不良率,0.500354733537 0.499645266463
上市 银行 综合 评分 排序 孰强 孰弱 险恶,0.500354733537 0.499645266463
国际货币基金组织 日 人民币 纳入 特,0.333282691737 0.666717308263
中国银联 国开行 助 老挝 建成 国家 银行卡 支付 系统,0.667015089021 0.332984910979
中行 会有 一波 行情,0.500354733537 0.499645266463
投票 会议 剩 一周 人民币 概率 升至,0.667015089021 0.332984910979
尾盘 低吸 中行,0.500354733537 0.499645266463
中国银行 下周一 一字板 涨停,0.667015089021 0.332984910979
人民币 纳入 权重 或超 英镑 日元 预测 权重,0.333615517011 0.666384482989
存款 性质 买 中行,0.411999755529 0.588000244471
下周一 表决 人民币,0.500354733537 0.499645266463
晚间 影响 市场 政策 消息 速递,0.250210088691 0.749789911309
郭施亮 国家队 救市 浮亏 亿该 解读,0.500354733537 0.499645266463
央行 姚余栋 中国 家 小微 银行,0.239904042479 0.760095957521
银行 股,0.251921640938 0.748078359062
中国银行 后期 趋势 完美 涨停,0.181962637107 0.818037362893
中行 明年 涨到 元 算算 倍利,0.172360175467 0.827639824533
发挥 全球 一体化 经营 优势 助力 中 美 跨境 经贸 投资,0.163586035806 0.836413964194
跨境 电商 支付 结算 中国银行 昨 抢下 首发,0.500354733537 0.499645266463
能源 专项规划 初稿 拟定 油气 合作 瞄准 六 领域,0.266739490415 0.733260509585
资产 证券化 成深 改 利器 三大 领域 站上 风口,0.500392094344 0.499607905656
注册 制 来临 银行 股 集体 回归 二十倍 市盈率,0.00557136890287 0.994428631097
里 文盲 信 试试,0.102419287538 0.897580712462
中肯 点评,0.500354733537 0.499645266463
股灾 倒逼 一行 三会 变局 金融监管 前夜,0.333615517011 0.666384482989
银行 暂没大 情行,0.500354733537 0.499645266463
别急,0.500354733537 0.499645266463
阶段 操作,0.500354733537 0.499645266463
三次 提醒 中信 蚂蚱,0.667015089021 0.332984910979
万打 新 买 中国银行 赚 元 股票 下跌 亏,0.0342248863146 0.965775113685
元 勇士,0.238054166995 0.761945833005
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
金融业 超级 监管者 呼之欲出 业内人士 称 一行,0.281823059468 0.718176940532
新 政策 散户 不利 恢复 市值 配号,0.0976183804335 0.902381619567
新股 发行 实行 配售 交款 办法 条款 细化 建,0.200179289301 0.799820710699
金融 版图 剧变 中国 四大行 完胜 美 四大 银行,0.171117922725 0.828882077275
中行 全资 子公司 中银 收购 中航 三星 人寿 获批,0.667015089021 0.332984910979
中国银行 月 跨境 人民币 指数 创 历史 新高,0.117561459974 0.882438540026
新股 发行 建议,0.500354733537 0.499645266463
中央 巡视组 月份 入驻 四大 国有银行,0.500354733537 0.499645266463
银行 股 走势 不太 理想,0.201616588021 0.798383411979
耐心 点 持有,0.326282336065 0.673717663935
狂热 清醒,0.333615517011 0.666384482989
人民币 国际 一揽子 货币 板上钉钉 事,0.146861220942 0.853138779058
周一 涨停板 买入 中国银行,0.500354733537 0.499645266463
银行 三 季报 出炉 国有 行 净利 增幅 步入 零时,0.43126927356 0.56873072644
金融股 超 九成 筹码 前 十大 流通股东 持有,0.0746109637938 0.925389036206
下午 心血来潮 清仓 股票 收盘 买进 中国 银,0.200083534076 0.799916465924
农行 中行 三 季报 表 说 银行 股 投资 价值,0.00556580993895 0.994434190061
耐心,0.500354733537 0.499645266463
中国银行 收购 北京 证券 有待 证实,0.500354733537 0.499645266463
银行 股 用于 调控 大盘 暂无 板块 行情,0.144095047777 0.855904952223
中行 仓位 加 ％ 静 人民币 消息,0.990133370317 0.00986662968321
传大行 银监会 磋商 放松 拨备 至此 放弃 广,0.272860504176 0.727139495824
买 银行 股 傻 逼,0.0377597748058 0.962240225194
银行 股 妖股 扼杀 中国 股市 资本 市场 发展,0.0272812902109 0.972718709789
三 季报 揭秘 国家队 持有 近一半 股 公司 市值,0.0638055474615 0.936194452538
中国银行 年 第三季度 季报,0.109309221138 0.890690778862
年 月 季报 点评 不良 承压 季度 业绩,0.0467592776599 0.95324072234
明天 银行 股 天下,0.251921640938 0.748078359062
机构 踩点 进场 股 提前 迈上 点 台阶,0.0514771579531 0.948522842047
中国 不良资产 总 规模 超 万亿 掘金 万亿 级 市场,0.0643940444895 0.93560595551
机构 调仓 路线 踩点 进场 股 提前 迈上 点台,0.100896700758 0.899103299242
晚间 影响 市场 政策 消息 速递,0.250210088691 0.749789911309
马云 世界 浙商 大会 演讲 天下 人靠 炒股 发财,0.333615517011 0.666384482989
中央 巡视 证监会 等家 单位 严禁 跑 风 漏气,0.333615517011 0.666384482989
一带 一路 企业 跨境 融资 商行 投行,0.250210088691 0.749789911309
中国 境外 央行 类 机构 银行 间 外汇市场,0.750321932189 0.249678067811
晚间 影响 市场 政策 消息 速递,0.250210088691 0.749789911309
年 第三轮 巡视 名单 出炉 含 五大 行 证监会,0.186697562332 0.813302437668
中行 一周 短期 理财 认购,0.500354733537 0.499645266463
请 交割单 祝福 发财 请,0.142976055464 0.857023944536
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
中国银行 走强 好戏,0.500354733537 0.499645266463
人民币 国际化 中国银行 机遇 危机 讨论,0.166780766653 0.833219233347
股将 沦为 唐僧肉,0.250210088691 0.749789911309
明天 中行 高涨 点收 盘面 试盘试,0.500354733537 0.499645266463
中国银行 董事会 批准 航空 租赁 香港,0.500354733537 0.499645266463
中国银行 董事会 批准 中银 航空 租赁 赴 港 上市,0.667015089021 0.332984910979
银行 系 子公司 分拆 上市 来袭 中行 拟 分拆 航空 租赁,0.666981895942 0.333018104058
留意 假压单 下午 开盘 往上 两个,0.333615517011 0.666384482989
人民银行 新闻 发言人 外汇 占款 答记者问,0.750321932189 0.249678067811
大盘 聚集 正 能量 冲击 点 中国银行,0.140176924602 0.859823075398
中国银行 融资 融券 信息,0.142976055464 0.857023944536
中国银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
人民币 跨境 支付 系统 首秀 分钟 交易额 达 亿,0.899154568183 0.100845431817
破净选 股法 实战,0.500354733537 0.499645266463
警告 持有 中国银行 恶意 做空 筹,0.14293942742 0.85706057258
干货 十月 概念股,0.500354733537 0.499645266463
麦格理 买 中国 银行 坏账,0.411999755529 0.588000244471
以史为鉴 知 兴替 放在 股,0.80189196492 0.19810803508
中国银行 融资 融券 信息,0.142976055464 0.857023944536
明天 要涨,0.667015089021 0.332984910979
央行 人民币 贬值 短期 现象 金改 开弓 回头,0.333615517011 0.666384482989
传汇金 持股 转为 优先股 银行 股将 惊天 上涨,0.500354733537 0.499645266463
这厮 涨超 一个点 退出 股市,0.500354733537 0.499645266463
散户 朋友 买 中行 蓝筹 资金 买,0.411999755529 0.588000244471
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
中行 最高价 今日 交易日 有个 交易日,0.667015089021 0.332984910979
中国银行 融资 融券 信息,0.142976055464 0.857023944536
中国银行 股 年 中期 报告,0.331342152081 0.668657847919
散户 跟着 买入 中国 中车 必有 厚报 坑,0.333615517011 0.666384482989
上市 银行 小散 突破 两位 超级 牛散 告别 中行,0.667015089021 0.332984910979
妈 天天 玩 阴跌 死 美国 回来,0.00525024553077 0.994749754469
汇 金家 底超 万亿元 占 金融业 总资产 半壁江山,0.400304727217 0.599695272783
中国银行 融资 融券 信息,0.142976055464 0.857023944536
离开 股 声明,0.251921640938 0.748078359062
上半年 银行 不良贷款 万亿 房贷 罪魁祸首,0.333615517011 0.666384482989
建言 钢 国家队 纠正 救市 中 错误 决策,0.11223209802 0.88776790198
中国银行 今日 超大 流出 排名第 名,0.124794749927 0.875205250073
疯狂 烧钱 救 市 错上加错 体制 完善 方可 一飞冲,0.117592572379 0.882407427621
震撼 疯狂 灾 必将会 无比 惨烈,0.667048280442 0.332951719558
讨论 明天 大盘 低开 买入 银行 股,0.0776306974386 0.922369302561
国家队 救 市,0.117592572379 0.882407427621
呼吁 国家队 资金 精神 拉大 金融股,0.857407881333 0.142592118667
估值 计算 中国银行 现 低估 状态,0.952485845934 0.0475141540659
大笑 个人感觉 大盘 明天 收阳 同感 点 赞下,0.326282336065 0.673717663935
中国银行 融资 融券 信息,0.142976055464 0.857023944536
参考 银行 板块 日线图,0.333615517011 0.666384482989
外资 绕道 新加坡 做空 中国 股市 中国 股市,0.500354733537 0.499645266463
善意 提醒 银行 板块 迎来 反弹,0.500354733537 0.499645266463
中行 下周一 分钟 图,0.285912423115 0.714087576885
日本 救市 今日 猛拉 日本央行 股,0.251921640938 0.748078359062
中国银行 股 公告,0.251921640938 0.748078359062
小摩 董事 总经理 政府 应 钱 多花 养老 医疗,0.0100778491927 0.989922150807
买,0.411999755529 0.588000244471
实在 太 欺人太甚 闹 中央 长 记性,0.0485828195184 0.951417180482
初洽 待批 中国银行 觊觎 大马 银行,0.500354733537 0.499645266463
港股 剩元 人民币 股虚高 看着办,0.500354733537 0.499645266463
农业银行 中国银行 上市 历年 业绩 分红 情况,0.667015089021 0.332984910979
友情 提示 周一 开盘 银行 股冲 高 请 择机 减仓,0.0288277445503 0.97117225545
讨论 明天 国家队 还会 买 银行 股 护盘,0.190693052268 0.809306947732
抄底 证金 四大 太公 中 农工 建,0.0732269718728 0.926773028127
明天 涨停 悬念,0.500354733537 0.499645266463
四大行 股民 下车 太早,0.142976055464 0.857023944536
讨论 下周 中国银行 还会 上冲,0.500354733537 0.499645266463
四大 行将 带领 蓝筹股 飙升 走出 波澜壮阔 银行 股,0.251921640938 0.748078359062
券商 评级 信心 恢复 中股 抛弃 放弃,0.032269715155 0.967730284845
隐含 风险 积累 银行 股 只会 便宜,0.251921640938 0.748078359062
拉 抬 大盘股 蠢货,0.27602613162 0.72397386838
讨论 银行 板块 市场 热点 中国银行,0.142976055464 0.857023944536
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
古有 赵括 金有 证金,0.200155363372 0.799844636628
调查 亲 赚钱,0.500354733537 0.499645266463
银行 股 脆弱,0.251921640938 0.748078359062
反弹 行情 延续 看元 意见,0.500354733537 0.499645266463
资产 质量 趋好,0.250210088691 0.749789911309
银行 股 低迷 上市 银行 不良贷款 率 攀升,0.177958690011 0.822041309989
年 半年报 点评 业绩 略低于 预期 不良率 不容,0.0685652017122 0.931434798288
收入 端 增长 乏力 拨备 计提 承压 下调 评级 中,0.0732371144574 0.926762885543
惊涛骇浪 中 忠言 提醒,0.240233038342 0.759766961658
中国银行 庄家 压盘 掉 船 低 进货,0.153680319898 0.846319680102
中行 上半年 净赚 亿增,0.667015089021 0.332984910979
存贷 监管 红线 取消 中国 银行业 监管 迎 调,0.625402522541 0.374597477459
中国银行 上半年 净利 同比 增,0.285668121333 0.714331878667
暂停 股指 期货 完善 制度 倡议书 理论,0.500354733537 0.499645266463
网传 湘潭 大学 学生 办 银行卡 中行 严肃处理,0.667015089021 0.332984910979
中国银行 董事会 决议 公告,0.667015089021 0.332984910979
中国银行 上半年 度 净利 同比 增,0.285668121333 0.714331878667
中行 上半年 税后 利润 增速 不良率 年末,0.800298573535 0.199701426465
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
讨论 双降 政策 银行 股会 救 市 先锋,0.117592572379 0.882407427621
权重 频频 异动 止跌 原因,0.200179289301 0.799820710699
严惩 股市 恶意 做空 黑手,0.14293942742 0.85706057258
中国银行 汇金 受让 公司 亿股,0.667015089021 0.332984910979
中银 控股 中航 三星 人寿 中行 增 寿险 业务,0.090865714346 0.909134285654
中国银行 获 寿险 业务 完善 多元化 经营,0.185218834189 0.814781165811
中国银行 融资 融券 信息,0.142976055464 0.857023944536
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
讨论 双降 政策 银行 股会 救 市 先锋,0.117592572379 0.882407427621
讨论 跌破 净资产 中行 值得 投资,0.225897681605 0.774102318395
强烈要求 停止 股指 期货 同意 点赞,0.250210088691 0.749789911309
中国银行 盘中 惊现 买单,0.500354733537 0.499645266463
中国银行 融资 融券 信息,0.142976055464 0.857023944536
我要 走 同志 满仓 血本无归 下辈子,0.20008356627 0.79991643373
汇金 公司 受让 中国银行 亿股,0.667015089021 0.332984910979
中行 授信 一带 一路 千亿美元,0.500354733537 0.499645266463
马 鲲鹏 恐慌 中长线 资金 布局 银行 股,0.251921640938 0.748078359062
讨论 国家队 选择 拉 银行 股救市,0.363860980512 0.636139019488
中行 必在 下周 率先 反击 拉升 一波 新 行情 阅兵,0.565086441696 0.434913558304
中国银行 融资 融券 信息,0.142976055464 0.857023944536
护城河 疯 忽悠 诱多 最终 暴力 杀,0.032269715155 0.967730284845
救 市 不想 取消 股指 期货,0.117592572379 0.882407427621
里 银行 股 骂声 该涨,0.0877117746946 0.912288225305
中行 子公司 亿 控股 中航 三星 人寿,0.357331359824 0.642668640176
银行 板块 发力 上涨 板内 个股 持续 拉升,0.500354733537 0.499645266463
中国银行 亿 收购 中航 三星 人寿 股权,0.217505580318 0.782494419682
超级 忽悠 不知 无知 散 猪 留下,0.0476359710659 0.952364028934
中行 一带 一路发 力 海外 金融 整合,0.250210088691 0.749789911309
日 日子 全资 子公 南洋 银行 挂,0.142792664677 0.857207335323
金叉 明天 成型 正式 拉升 两个 礼拜,0.833613224782 0.166386775218
方展 博月 日 奇迹 日,0.499980370129 0.500019629871
中国银行 今日 收盘价 元,0.238054166995 0.761945833005
中行 未来 三年 一带 一路 授信 亿美元,0.500354733537 0.499645266463
讨论 公司 股价 关系,0.667015089021 0.332984910979
中国银行 一道 算题 做 错,0.130460116616 0.869539883384
公告 暴露 汇金 偷偷 大规模 减持 主力 炒,0.333615517011 0.666384482989
中国银行 今日 超大 流入 排名第 名,0.299668489751 0.700331510249
中国银行 变更 保荐 代表人 公告,0.667015089021 0.332984910979
晚间 影响 市场 政策 消息 速递,0.250210088691 0.749789911309
梅雁 中国银行 这太 夸张,0.166780766653 0.833219233347
中国银行 申请 千亿 拟 发行,0.111192259201 0.888807740799
方案 国家队 听 听 垃圾股 抛,0.151601535241 0.848398464759
中国银行 中银 有限公司 增资 收购,0.500354733537 0.499645266463
中国银行 开盘价 元 上午 涨停,0.238054166995 0.761945833005
