富得 占 比降 加点 仓,0.142847829926 0.857152170074
希望 朋友 介绍 几个 拿手 好菜,0.250210088691 0.749789911309
考 眼力 几个 答对 发红包 元,0.0253529488279 0.974647051172
这年头 指望 浦发 发财 指望 不上,0.111207029323 0.888792970677
哗哗哗 六个 账户 三个 账户 中 新股 坐标,0.240233038342 0.759766961658
幸亏 买入 兴业 浦发 很烂,0.500354733537 0.499645266463
年货 办好,0.500354733537 0.499645266463
妈妈 说 不算 听 学生 说,0.215200553199 0.784799446801
一半 清醒 一半 醉 潮落 潮起,0.100020098643 0.899979901357
浦发 庄家 洁癖 上上下下 洗 够 干净,0.0649577117723 0.935042288228
美在 花城 浓浓的 年味 美美 心花 祝 股友,0.23824422142 0.76175577858
小密 资金 绵绵不绝,0.500354733537 0.499645266463
全仓换 招行 到手 分红,0.500354733537 0.499645266463
生命 人寿 成本 元 想 出货 起码 拉到 元,0.0536378576601 0.94636214234
买点 浦发 过年,0.500354733537 0.499645266463
徐翔 出老千 痞子 股神,0.667015089021 0.332984910979
祝 银粉 新春佳节 万事如意,0.38484510745 0.61515489255
股市 鼓励 急攻 近利,0.500354733537 0.499645266463
证监会 请 依法 治市 监管 查处 操纵 股价,0.571776024826 0.428223975174
股票投资 实际上 一场 高智商 较量 一种 知识,0.500354733537 0.499645266463
招商银行 涨势 惊人,0.250210088691 0.749789911309
现货 股指 期货 关联 真的 懂,0.300172462757 0.699827537243
社保 基金 水平 高,0.117882177139 0.882117822861
国债 逆 回购 要算准 资金 冻结 交易日,0.600376340834 0.399623659166
爱 深秋 爱祖国 爱 人民,0.347715519905 0.652284480095
资深 市场 人士 谢荣兴 中国 股市 五点 看法,0.250210088691 0.749789911309
重 发 股指 期货 加快 股市 影响 观,0.327292670077 0.672707329923
问 木子,0.294194927441 0.705805072559
北京 有个 金大阳,0.500354733537 0.499645266463
一条 大河 波浪 宽唱,0.800274688319 0.199725311681
评论 加快 发行 市场 动荡 原因 投资者 目,0.250210088691 0.749789911309
浦发 里 股友 越来越少 这才 关键,0.0666898771303 0.93331012287
创想 进一步 挤 泡沫 新股 发行 市盈率 可降,0.111192259201 0.888807740799
笔者 创业板 回调,0.500354733537 0.499645266463
民生银行 来起 带头作用,0.500354733537 0.499645266463
开帖 废柴,0.500354733537 0.499645266463
满仓 满融 浦发,0.500354733537 0.499645266463
过年,0.500354733537 0.499645266463
安硕 信息 东方 证券 发 万封 邮件 造妖股 基金 经理,0.151158113074 0.848841886926
发行 新股 当务之急,0.500354733537 0.499645266463
东方 财富网 老谷 帖子,0.500354733537 0.499645266463
私募 操作 计划 之二 潍柴 重机,0.500354733537 0.499645266463
呼叫 洞要 洞 拐,0.857371327475 0.142628672525
股指 期货 松绑 里,0.222338343246 0.777661656754
张家港 行 申购,0.384311290586 0.615688709414
超市 约等于 股市,0.500354733537 0.499645266463
买点 浦发银行 申购 新股 实惠,0.750321932189 0.249678067811
发哥 一拉 护盘 一日游 底部 抬高,0.667015089021 0.332984910979
下跌 坏事 提供 买入 好股 好价 时机,0.600412211496 0.399587788504
浦发银行,0.500354733537 0.499645266463
赞成 华 海天 观点 元 浦发 不到,0.0441623761073 0.955837623893
新股 发出 高潮 注册 制 变相 实施,0.0217311690201 0.97826883098
股票 上市,0.500354733537 0.499645266463
新股 发行 来得 猛烈,0.667015089021 0.332984910979
天天 新 希望 向往 有梦有 酒,0.393776524439 0.606223475561
浦发银行 系统 重要性 金融机构,0.500354733537 0.499645266463
股比 港股 估值 高估,0.500354733537 0.499645266463
赢 跑 看好 月份 行情,0.333615517011 0.666384482989
金律 优秀 上市公司 永远 值得 珍惜,0.280105198952 0.719894801048
美 暗藏玄机,0.382532242446 0.617467757554
交易 原理 小散,0.250210088691 0.749789911309
交易 清淡 谨慎 投资者 控制 仓位 等待 形势 明朗,0.129057352555 0.870942647445
再用 半年 时间 走 完 几年 熊市,0.0194138861321 0.980586113868
元 融资 买 小盘股 亚通 股份 玩玩,0.0678995086884 0.932100491312
方式,0.500354733537 0.499645266463
卖 浦发 买 次新股 机会难得,0.189292225927 0.810707774073
恭喜 中原 证券 破 新股 赚钱 新低,0.181717744478 0.818282255522
抹布,0.500354733537 0.499645266463
奇葩 中国 股市,0.500354733537 0.499645266463
董明珠 喜欢 开 网店 国家 隐患 危害 实体,0.0972773673023 0.902722632698
村 店,0.500354733537 0.499645266463
没人唱空 十日 启动,0.667015089021 0.332984910979
没货 砸,0.500354733537 0.499645266463
知足 清仓 浦发,0.500354733537 0.499645266463
请教 老谷 刘 主席 说 资本 市场 关键 领域 指,0.000362591695969 0.999637408304
元 利润 能分 毛 红利 每股 元 股市,0.217251066066 0.782748933934
浦发 虐 脾气,0.250210088691 0.749789911309
浦发 年报 不达 预期 银行 股,0.251921640938 0.748078359062
资产 质量 恶化,0.250210088691 0.749789911309
快报,0.500354733537 0.499645266463
浦 发抖 一抖 回首往事 不堪回首,0.151601535241 0.848398464759
两市 首份 业绩 快报 出炉 浦发银行 净利 增长,0.667015089021 0.332984910979
动作,0.500354733537 0.499645266463
年前 一个帖,0.333615517011 0.666384482989
浦发银行 非 公开 发行 普通股 股票 获中,0.222079535248 0.777920464752
交易 扯 股价 市场 出价,0.181962637107 0.818037362893
卖 浦发 进 兴业 股友们 晚上 应 好好,0.00429719620688 0.995702803793
天天 赚钱,0.500354733537 0.499645266463
兴业 三季度 指标 碾压 浦 发行,0.26334614383 0.73665385617
看好 年 月份 行情,0.269156668137 0.730843331863
浦发银行 年 净利润 亿元,0.155486468076 0.844513531924
压 银行 涨 个股 估计 这波 反弹,0.449906532895 0.550093467105
银行 股 满仓 踏空 阶段 牛市 历程,0.402491848195 0.597508151805
天 增发 每股 收益 倒退,0.316945152769 0.683054847231
浦发银行 停 大盘 点 位置,0.194921226799 0.805078773201
年 元旦 祝愿 银粉,0.269156668137 0.730843331863
年 再见,0.269156668137 0.730843331863
年 简报 说,0.0659454101879 0.934054589812
买入 手 东风 集团股份,0.25548524706 0.74451475294
青花 祝愿,0.500354733537 0.499645266463
年 股市 寄语 纠正 错觉 减少 失误,0.269156668137 0.730843331863
共同致富 鼓掌,0.500354733537 0.499645266463
年底 收官 中 一签 清源 股份,0.136496512862 0.863503487138
李志林 年 决不能 搞 扩容 大跃进 市场 休,0.0134446431807 0.986555356819
小散们 白忙 一年 人均 亏损 万元,0.250210088691 0.749789911309
刘士 余 股 整体 上涨,0.502630331635 0.497369668365
打新 收益 小散 分羹 几何,0.500354733537 0.499645266463
安静,0.500354733537 0.499645266463
投资 投机,0.333615517011 0.666384482989
小编 请 芝麻开门 微笑 献花,0.400304727217 0.599695272783
资金 成 烂 狗屎,0.0629831245883 0.937016875412
郑重 提醒 浦发 股票 中,0.240233038342 0.759766961658
故事 情节 意外 浦发 主人 遗忘,0.142976055464 0.857023944536
打新 平均 收益率 超 真的假,0.236557287926 0.763442712074
说 底 骗子 傻子,0.0157252886473 0.984274711353
中 金 被套,0.12078153822 0.87921846178
不合理,0.200155363372 0.799844636628
走势 合适 逃离 创,0.262251190998 0.737748809002
买 银行 股 真可怜 跌 缺席 涨,0.0234554618806 0.976544538119
跌法 军工 股 狠,0.100896700758 0.899103299242
玩 脱掉 大笑 大笑,0.250154007685 0.749845992315
憨 憨 信,0.347672380569 0.652327619431
整体 市场 无心恋战,0.250210088691 0.749789911309
年 好戏连台 序幕 信威 乐视,0.109309221138 0.890690778862
此前 报道 称 在岸 人民币 兑 美元 突破 整数 位 心理,0.0160591954934 0.983940804507
人比中 早 买 浦发,0.218839234605 0.781160765395
误入 蓝田,0.500354733537 0.499645266463
建议 修改 折价 定向 增发 相关,0.500354733537 0.499645266463
贸易战 开打 时 养老金 入场 日,0.309975775734 0.690024224266
万业 之母 银行 做做 嫁衣,0.500354733537 0.499645266463
估计 明天 浦发 难守 住元 持有 浦发,0.500354733537 0.499645266463
年报 业绩 快报 预猜,0.500354733537 0.499645266463
经济 五道口 中专生 只会 小学 数学,0.500354733537 0.499645266463
想 问下 国家队 卖光 加仓,0.108014101415 0.891985898585
个股 跌 少涨,0.200011734818 0.799988265182
券商 连续 拉 抬,0.27602613162 0.72397386838
银行 履约 保函 保险费 白花,0.500354733537 0.499645266463
持有 白干 最低 低 输,0.0102561535432 0.989743846457
娱乐 猪 摔跤 一身 泥,0.979638070389 0.0203619296108
老谷 懂个 毛 天天 媒体 消息 乱糟糟,0.00734802981509 0.992651970185
监管 涨 跌 思路 很坏 发展,0.0485551519783 0.951444848022
浦发银行 大宗 交易 数据 一览,0.400304727217 0.599695272783
减税 值得 期待,0.368577236376 0.631422763624
老谷 以元 埋单 程咬金,0.500354733537 0.499645266463
完 加仓 股套 惨 明年 解套,0.0561043492901 0.94389565071
估计 证金 扫盘 最低 他定,0.0344852272791 0.965514772721
投资 浦发 就象 追女孩,0.500354733537 0.499645266463
疯狂 游戏 借壳 难 囤壳 热,0.0015076088048 0.998492391195
暂时 缓解 流动性 危机 会否 卷土重来,0.0625306234072 0.937469376593
亏了 二十四万,0.500354733537 0.499645266463
上海 本地股 不牛 浦发,0.100073948882 0.899926051118
增总比 配股 一点,0.500354733537 0.499645266463
浦发银行 爱 巳 重仓 年 浦发 银,0.227162319895 0.772837680105
轻松 一刻 股市 金句,0.333615517011 0.666384482989
浦发银行 技术 分析 有此 股 想 买 必看,0.00707060319489 0.992929396805
元 浦发 告诉 留要 留,0.101924233214 0.898075766786
开胡 中 一签 中原 证券,0.136496512862 0.863503487138
中奖,0.500354733537 0.499645266463
项 工程项目 进展 情况 汇报,0.500354733537 0.499645266463
美在 花城 飘上 云端 醉美 天仙,0.667015089021 0.332984910979
饭后 茶余,0.500354733537 0.499645266463
写 一副 对联 求 横批,0.921220833863 0.0787791661374
握紧 银行 心不慌,0.500354733537 0.499645266463
浦发,0.500354733537 0.499645266463
眼里 美嘀啥 拿美 嘀 叭叭 说事,0.500354733537 0.499645266463
浦发银行 非 公开 发行 普通股 股票 获 银监会 核准,0.114767376666 0.885232623334
实际行动 对浦 发行 非理性 下跌 谴责,0.667015089021 0.332984910979
解密 新科 私募 冠军 蓝海 一号,0.667015089021 0.332984910979
珍藏版 浦发 深发展 贵州 茅台,0.667015089021 0.332984910979
说 下周 震荡 整理 向上 走,0.087521687178 0.912478312822
热点问题 释疑 浦发 咨询 投资者 关系 部,0.667015089021 0.332984910979
天 股市 震荡 加剧 机构 调仓换 股 基,0.0031068858846 0.996893114115
买点 浦发 收藏 壮胆,0.500354733537 0.499645266463
睡觉时 明白 躲 阅读 妈里 幸福,0.444721016626 0.555278983374
适者生存 万科 乐视 有意思 两只 股,0.100896700758 0.899103299242
市场 中 龙头股,0.0953224372233 0.904677562777
证金 应对 市场 乱象 负责,0.0769708038631 0.923029196137
发给 北方 友 看一看 南国 天空 草地,0.916888971155 0.083111028845
人民日报 谈 管住 炒房 税收政策 炒房者,0.0909151855756 0.909084814424
这类 交易市场 做 赚钱 做空 赚钱,0.375262553154 0.624737446846
董明珠 央视 论坛 讲话,0.500354733537 0.499645266463
空仓 能力 炒股 手法,0.333615517011 0.666384482989
美联 加息 基点 谈谈 股市 影响,0.500354733537 0.499645266463
请教 顺丰 快递 理财产品 年化,0.500354733537 0.499645266463
北京 银行 使出 洪荒 之力,0.500354733537 0.499645266463
号 申购 三个 新股 相关 联想,0.454860216978 0.545139783022
美在 花城 心云,0.500354733537 0.499645266463
每周 发只 股票 年,0.155486468076 0.844513531924
漫漫 熊途伴 走 小主银 渡过,0.333482590864 0.666517409136
下星期 弱 反弹,0.375262553154 0.624737446846
欺负 小秘书 小秘书 高手,0.142976055464 0.857023944536
浦发银行 获准 发行 金融债券 公告,0.500354733537 0.499645266463
最初 发动 行情 个股 涨幅 居前,0.667015089021 0.332984910979
股价 涨幅 前,0.20671194438 0.79328805562
成交额 排行榜 前 名 个股,0.100186320077 0.899813679923
成交量 放大,0.667015089021 0.332984910979
有大 资金 持续 流入 该类 个股,0.667015089021 0.332984910979
业绩 支撑 高估 站不住,0.750321932189 0.249678067811
跌幅 榜 蓝筹 用意,0.500354733537 0.499645266463
趋势 不行,0.500354733537 0.499645266463
被套,0.500354733537 0.499645266463
愿不愿意 牛市,0.667015089021 0.332984910979
与其说是 加息 因素 不如说是 货基 爆仓 恐慌,0.500354733537 0.499645266463
美元 加息 影响 几何,0.500354733537 0.499645266463
浦发 金融 强势股 害人精,0.250210088691 0.749789911309
商业银行 迎来 拉升 出货 潮,0.0399856097627 0.960014390237
顾此失彼,0.667015089021 0.332984910979
实业 完胜 险资 举牌 备案制 收购 须 自有 资金,0.923219981725 0.0767800182754
估计 小秘书 满仓 浦发,0.500354733537 0.499645266463
,0.500354733537 0.499645266463
招行 收 招行 要发 拉升,0.0967413937457 0.903258606254
国企 混改 加快 推进,0.750321932189 0.249678067811
最滥 垃圾股 兆 新 股份,0.393776524439 0.606223475561
前要 费纸,0.500354733537 0.499645266463
隐性 资产 高达 亿,0.122007145656 0.877992854344
十二月份 艰难 月份 适时 逃离 创,0.0999527063136 0.900047293686
本周 交易 快拉 银行 银行 股,0.183321487374 0.816678512626
明天 开盘 低,0.153680319898 0.846319680102
二八 转换 痛苦 中,0.0732269718728 0.926773028127
赚钱 接 一棒,0.111147939268 0.888852060732
小散 品头论足,0.500354733537 0.499645266463
创再 玩 送股 救 高位 追涨,0.142921120433 0.857078879567
涨幅 榜 万福 生科 涨停 元,0.652224210064 0.347775789936
短期 震荡 趋势 不改 上攻 脚步,0.667015089021 0.332984910979
中个 小盘 新股 信捷 电气 股 赚 一笔,0.402491848195 0.597508151805
牛股,0.667015089021 0.332984910979
兴业 要超 浦发,0.500354733537 0.499645266463
牌照 值 几何,0.638452588891 0.361547411109
操盘 日记 克明 面业 攻击 形态,0.500354733537 0.499645266463
拓展 主 业务 风光 独好 冲刺 黑 科技 金光灿烂 转,0.0175013554756 0.982498644524
空头 悲剧 银行 股 一大 垃圾股,0.100896700758 0.899103299242
杂 评家 王若谷 说 浦发 失误 说 浦发 捡,0.0457830865358 0.954216913464
浦发 依然 垫底 招行,0.333615517011 0.666384482989
任正非 名字 股友们 晓 中国,0.600376340834 0.399623659166
海天 看不懂 货源 市场 陌生,0.400304727217 0.599695272783
期盼 浦发 涨到 元 弄 点儿 银行 玩玩儿,0.3845971501 0.6154028499
中 浦发 月 线 创 历史 新高,0.0124492396537 0.987550760346
浦粉们 春节 前 想要 浦发 价是 满意,0.147968489293 0.852031510707
减持 洪峰,0.250210088691 0.749789911309
高位 急 拉升 大跌 前 诱多 出货 价格 区域,0.041591960406 0.958408039594
庄家 出货 手法 一是 高位 滞涨 二 拉高 后逐,0.199939868991 0.800060131009
海天 相连,0.500354733537 0.499645266463
浦发 库存 一年 新股 分红 攒 郭嘉队 差价 误,0.0587779234502 0.94122207655
上海 国际 信托 一亿 九千万 股 乐视限售 股 质押,0.183321487374 0.816678512626
银行 银行,0.500354733537 0.499645266463
鼓乐 轻杨,0.500354733537 0.499645266463
稍 接触 吸引力,0.800274688319 0.199725311681
非息 增长 亮眼 不良 增速 放缓,0.250210088691 0.749789911309
中 浦发 收盘价 创出 近期 新高,0.387435287601 0.612564712399
这是 诡,0.333615517011 0.666384482989
浦发银行 银行 投资 价值 浅析,0.222364183665 0.777635816335
说 故事 保留 一丝 警醒,0.0309905876332 0.969009412367
任正非 说 金融危机 贾跃亭 实施,0.277461882265 0.722538117735
市场 强势,0.250210088691 0.749789911309
捂 低位 筹码,0.667015089021 0.332984910979
急涨 元,0.3845971501 0.6154028499
老谷 疑惑 终于 有解 注册资金 哪来,0.111192259201 0.888807740799
论一论 情伤 美色,0.750321932189 0.249678067811
老干妈 麻辣 王道 年 缴税 亿陶华碧为 味觉,0.269156668137 0.730843331863
浦发 里 傻 逼 尼玛 年 块 买,0.000815419245125 0.999184580755
万科 格力 股东 持 少 股权,0.0475749265067 0.952425073493
釜底抽薪,0.500354733537 0.499645266463
买进 合适,0.444757921094 0.555242078906
浦粉 问个 浦发 无关 乐视 钱,0.0232371160568 0.976762883943
老姚 得罪 三种,0.667015089021 0.332984910979
高手 发言,0.333615517011 0.666384482989
黎叔 生气 后果,0.400304727217 0.599695272783
元 抛股 没收 难 买回来,0.0783229910255 0.921677008974
选 班长 经历,0.800274688319 0.199725311681
天空 精彩,0.500354733537 0.499645266463
说 股市 感觉 浦 里 亏钱,0.072603505274 0.927396494726
虚拟 经济 实体 经济 服务 想法 根深蒂固,0.667015089021 0.332984910979
南非 企鹅 微笑,0.500354733537 0.499645266463
分享 经历 模式,0.667015089021 0.332984910979
买入,0.500354733537 0.499645266463
美在 花城 冬日 暖洋洋,0.500354733537 0.499645266463
石化 双雄 拉 抬 出货 机会,0.202640161718 0.797359838282
梦想 信仰 投资者 境界,0.500354733537 0.499645266463
抛 股 快点,0.0776199973495 0.92238000265
预判 本轮 大盘 调整 浦发银行 跌停 大盘,0.333615517011 0.666384482989
极地 死亡 谷到 星光 大道 兴奋,0.500354733537 0.499645266463
浦发银行 股东 股份 增持 公告,0.333615517011 0.666384482989
士大夫,0.667015089021 0.332984910979
减产 年月日 执行,0.500354733537 0.499645266463
战略 做空者 风险,0.667015089021 0.332984910979
小型 产油国 最为 油价 下跌 影响,0.500354733537 0.499645266463
感受 感受,0.500354733537 0.499645266463
美在 花城 粤 美悦心 暖冬 时代 变迁,0.333615517011 0.666384482989
浦发银行 信息 披露 暂缓 豁免 管理 办法,0.0476427512869 0.952357248713
绩优 权重股 慢慢 涨 创 跌下来 这是 趋势,0.153582941971 0.846417058029
尼日利亚 经济 面临 年 首次 衰退 风险,0.424186907037 0.575813092963
浦发银行 第一 目标 终极目标,0.333582294167 0.666417705833
年 巅峰 水平 低,0.0323066065313 0.967693393469
油价 徘徊 美元 桶 下方,0.667015089021 0.332984910979
求 大师 改诗,0.875253040974 0.124746959026
终于 一半 中国 建筑 留下 一半,0.333615517011 0.666384482989
本轮 行情 浦发,0.500354733537 0.499645266463
折腾 交易,0.400304727217 0.599695272783
整体 市场 抛压 较大 增加 股 浦发,0.100896700758 0.899103299242
风险 股票 这是,0.333615517011 0.666384482989
中签 号码 均衡 间隔 随机 偶然,0.800274688319 0.199725311681
总资产 指数 点,0.326282336065 0.673717663935
监管 风向 股 下行 趋势 策略 反弹 清,0.0850851843709 0.914914815629
一群 傻 呼呼 人民币 贬值 压力 房地产,0.500354733537 0.499645266463
亲 中国 建筑,0.500354733537 0.499645266463
洗脏 发帖 深港 通 独道 意见,0.13022217333 0.86977782667
想 赚 几倍 资产 超越 股灾 前,0.0451375365435 0.954862463457
号 中 不想 新,0.145946040743 0.854053959257
偏向 何方 事件 面前,0.500354733537 0.499645266463
月 规模 工业 企业 利润 同比 增长 利润 增,0.193443071847 0.806556928153
金秋 之旅 开启,0.250210088691 0.749789911309
猫科动物 微笑,0.500354733537 0.499645266463
回来,0.500354733537 0.499645266463
名符其实 校花 献花,0.500354733537 0.499645266463
范博论 股 说 卖 银行 银粉 穷 一辈子,0.00357001391621 0.996429986084
海纳百川 微笑,0.500354733537 0.499645266463
上交所 紧盯 高送 转 市场 炒作 苗头 监管,0.111074007671 0.888925992329
买 份 年期 银保 好像 定期 划算 一点,0.848667113862 0.151332886138
发个 帖 冒个 泡,0.400304727217 0.599695272783
一般来说,0.667015089021 0.332984910979
极其重要 作用,0.500354733537 0.499645266463
跑 热门股 潜力股,0.600376340834 0.399623659166
江西 丰电 冷却塔 建成 样子,0.333615517011 0.666384482989
兄 请问 明天 收 阴线 有没有 预感,0.0967413937457 0.903258606254
资金 流向 研判,0.500354733537 0.499645266463
板块 轮动 资金 流动 盘面 效果,0.667015089021 0.332984910979
板块 个股 市场 关注 焦点,0.307962816853 0.692037183147
卖 一股 浦发,0.142976055464 0.857023944536
拔毛 神经 二货 双 合璧,0.667048280442 0.332951719558
兴业 优于 浦发 终于 兴业 超越 浦发,0.500354733537 0.499645266463
浦发银行 三 季报 点评 非息 收入 快增,0.378183988614 0.621816011386
股份,0.500354733537 0.499645266463
,0.500354733537 0.499645266463
只票 后期 加仓 减仓,0.100073948882 0.899926051118
帖子 投机者 谈谈,0.500354733537 0.499645266463
银行业 新股 发行 制度 改革 战略地位 提升,0.500354733537 0.499645266463
广东 早茶,0.667015089021 0.332984910979
明天 价钱,0.500354733537 0.499645266463
社科院 教授 刘煜辉 指出,0.667015089021 0.332984910979
产业资本 金融资本 心存 忌惮,0.750321932189 0.249678067811
预计 广义 信贷 增速 放缓,0.500354733537 0.499645266463
货币政策 偏向 中性 审慎,0.500354733537 0.499645266463
熊义明,0.500354733537 0.499645266463
请教 想 去年 招行 分红 买股 时,0.0264771518771 0.973522848123
南行 招行 银行 浦发,0.333615517011 0.666384482989
主流 资金 板块 个股 中 流动 时,0.22127360546 0.77872639454
股市 中 热点 资金 流入 个股,0.136496512862 0.863503487138
国泰君安 年 投资 策略 研讨会,0.155486468076 0.844513531924
不出意外 本月底 浦发 复权 创 历史 新高 月线,0.181784448946 0.818215551054
浦发 异常,0.200155363372 0.799844636628
发哥 卖过 涨,0.290214006158 0.709785993842
银行 启动 坐稳 下车,0.667015089021 0.332984910979
昨天晚上 翻开 美国 投資 大师 杰作 想,0.266534382279 0.733465617721
银行 股破净 迷思 年内 商业银行 消失,0.500354733537 0.499645266463
打开 银行 板块,0.667015089021 0.332984910979
今买 点 浦发,0.326282336065 0.673717663935
急功近利 毁掉,0.500354733537 0.499645266463
浦发银行 第六届 监事会 第十一次 会议 决议,0.667015089021 0.332984910979
听说 有人 讨厌 农民 请问 农民 吃 喝,0.250097901527 0.749902098473
广东 早茶,0.667015089021 0.332984910979
星夜 赶考,0.500354733537 0.499645266463
说 说 奇怪 事,0.0619230374694 0.938076962531
倒 脱靴 远离 浦发 赖着 没趣儿,0.0344852272791 0.965514772721
真 开心,0.282829729994 0.717170270006
可怜 浦粉,0.333615517011 0.666384482989
老兄 八方 兄 营养,0.333615517011 0.666384482989
股市 短期 走势 预测,0.333615517011 0.666384482989
浦发银行 年 半年度 报告,0.424186907037 0.575813092963
小秘书 太神 浦发 要涨 可惜 我仅,0.667015089021 0.332984910979
股 近日 上演 方唱 罢 登场 大戏 创业板,0.57400328241 0.42599671759
静物 广东 早茶,0.667015089021 0.332984910979
主板 围绕 点 缩量 盘整,0.592392085771 0.407607914229
早盘 回顾,0.500354733537 0.499645266463
前期 主线 相继 低迷 指数 未有 下跌,0.800274688319 0.199725311681
大盘 点到点 涨 百分之二十五 浦发,0.169715985602 0.830284014398
金星 姐长 租房 想到 国内 租售 比太 离谱,0.667015089021 0.332984910979
美在 花城 粤夜 悦乐 广州 灯光 节,0.500354733537 0.499645266463
美在 花城 动感 灯光 节 开幕 广州 欢迎您,0.500354733537 0.499645266463
昨日 浦发 招行 北京 行都 几万 手 单子 流出,0.0277852292834 0.972214770717
浦发 里 感受 懂 道理 小秘书 木子,0.155201689116 0.844798310884
听说 有人 讨厌 农民 请问 农民 吃 喝,0.250097901527 0.749902098473
大行 三 季报 投资 参考 意义,0.0706233610076 0.929376638992
估计 卖出 上海银行 换 浦发,0.750321932189 0.249678067811
米 鬼 天空 蓝得 蓝 摊手,0.214323252631 0.785676747369
手慢 抢点,0.500354733537 0.499645266463
第四天 阳线 买,0.583605460281 0.416394539719
人为 制造 新股 难求 闹剧 收场,0.500354733537 0.499645266463
浦发银行 年 三 季报 牛 震撼 星球 先 逼空,0.00103165715245 0.998968342848
私募 操盘 日记 滨海 能源 攻击 形态,0.500354733537 0.499645266463
成交 一秒,0.600376340834 0.399623659166
美在 花城 粤夜 流光,0.500354733537 0.499645266463
上海银行 定位 价 预测,0.333083180669 0.666916819331
隔壁 小区 卖 车位 摇号 调控 眼红 价,0.0768113844829 0.923188615517
兄 要气 晕 浦发 没戏,0.333615517011 0.666384482989
名物 不实 以物 无物,0.500354733537 0.499645266463
今晚 夜空 将现 超级 月亮 奇观 时分 月亮,0.500354733537 0.499645266463
浦发银行 融资 融券 信息,0.142976055464 0.857023944536
地方 债 中央 救助,0.250210088691 0.749789911309
浦发银行 拉萨 分行 开业 亿元 融资 助力 西藏 发展,0.250210088691 0.749789911309
第二届 中国 东莞 智能 制造 发展 论坛 莞,0.600376340834 0.399623659166
做个 听话 投资者,0.500354733537 0.499645266463
美在 花城 冬日 骄阳,0.500354733537 0.499645266463
浦发银行 第六届 董事会 第十一次 会议 决议,0.667015089021 0.332984910979
舆图 广 超前 代 九十 载国祚 废,0.00774561285962 0.99225438714
浦发银行 优先股 一期 股息 发放 实施 公告,0.667015089021 0.332984910979
筹码 股价,0.500354733537 0.499645266463
三季度 业绩 低于 预期 关注 类 贷款 大增 需 警惕,0.857389601284 0.142610398716
拍,0.667015089021 0.332984910979
年 季度 业绩 大幅 超 预期,0.0246866141911 0.975313385809
浦发银行 年 第三季度 报告,0.197099834669 0.802900165331
深圳 走路 地方 分享,0.500354733537 0.499645266463
股价 静态 业绩 市盈率 解释 中,0.387435287601 0.612564712399
说 研究 市盈率 意义 股票 现,0.324395548011 0.675604451989
今夜 浦 静悄悄 何日 现 精彩,0.781543396779 0.218456603221
说一千道一万 股东 人数 变化,0.333615517011 0.666384482989
资产 荒 真的,0.200179289301 0.799820710699
战胜 股票 战胜 期指 方法,0.500354733537 0.499645266463
增持 一点 浦发 涨跌 不要紧,0.333615517011 0.666384482989
远离 杠杆 人生 富足 足矣 方向,0.111192259201 0.888807740799
清理 中兴 观望 浦发,0.500354733537 0.499645266463
立冬 小区 银杏树 叶全 黄,0.200155363372 0.799844636628
托管 规模 超亿 浦发银行 推出 私募 基金 外 包业,0.952485845934 0.0475141540659
川普 出发,0.800274688319 0.199725311681
浦发 处于 强势,0.500354733537 0.499645266463
浦发银行 第六届 监事会 第十次 会议 决议 公,0.666615677715 0.333384322285
牛 超级 震撼 狂龙 万科 飙涨 腾飞,0.100020098643 0.899979901357
,0.500354733537 0.499645266463
老谷 小鼓 分析,0.200179289301 0.799820710699
浦发银行 融资 融券 信息,0.142976055464 0.857023944536
浦发银行 消费 贷 浦发 贷款 优势,0.800274688319 0.199725311681
浦发银行 吃 浙江 银监局 罚单 违规 办理 虚假 承兑 汇,0.00689194324219 0.993108056758
富德 生命 年月日 增持,0.333615517011 0.666384482989
有没有 学 建筑,0.225609704703 0.774390295297
中国 股市 股票 长期 上涨 下跌 股票,0.333615517011 0.666384482989
失误 提前 卖 中兴 通信,0.100073948882 0.899926051118
趋势 买入 合适,0.444757921094 0.555242078906
问 阿庆嫂 木子,0.454674775378 0.545325224622
步长 制药 发行价 上市 连板 开,0.463114661874 0.536885338126
,0.500354733537 0.499645266463
眼中 浦发 国企 与生俱来 毛病 浦发,0.667015089021 0.332984910979
浦发 捡了个 钱包 上海 信托 并入 浦发银行 后净,0.400304727217 0.599695272783
洛杉矶 市中心,0.500354733537 0.499645266463
常识 中大 卂 进 股市 人十人 中 一人 赚钱,0.186668848787 0.813331151213
最初 买 浦发 时 计划 赚,0.386378202527 0.613621797473
抓 一年 徐翔 财产 剩 附 概念股 炒作 逻,0.667048280442 0.332951719558
涨跌 时间 合适 启动,0.28594293541 0.71405706459
上海银行 兑奖,0.750321932189 0.249678067811
上瘾 阿家,0.500354733537 0.499645266463
鬼子 低头 族 微笑,0.500354733537 0.499645266463
周末 温泉 赏秋 微笑,0.333615517011 0.666384482989
毛能 以少胜多 以弱胜强,0.500354733537 0.499645266463
点怕 点怕 点 英雄好汉 全,0.168431723652 0.831568276348
长期 诱多 叫嚣 极佳 配合 出货,0.667015089021 0.332984910979
形势 分析 谨慎 宜长持 浦发,0.100020098643 0.899979901357
深港 通 条件 上涨 导火索,0.230462906576 0.769537093424
问云帆 独行 兄,0.333615517011 0.666384482989
听 朋友 说 浦发 地方 脑子 不灵 清 骂骂咧咧,0.036476004423 0.963523995577
